Puzzle,Solution,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
003010006000043100080026300010000000020060000000500040008070010054230000060000070,943815726672943158581726394416397582825164937397582641238679415754231869169458273,24,46,11,0,0,0,0,0,0,Easy,
004050090800300400902000003000240059000006020000070634000564008070002000040030000,734658291815329476962417583687243159453196827291875634329564718176982345548731962,27,51,14,2,2,2,0,2,2,Expert,
950001000000090016000025700000000200010007000076000003501003062020000800037800000,958761324742398516163425789395614278814237695276589143581973462429156837637842951,25,44,12,0,0,0,0,0,0,Easy,
009000000000800000800000630900230000100000400003001850060000900500083020042900010,659347281234816579817529634985234167126758493473691852368172945591483726742965318,24,57,9,1,0,0,1,2,2,Expert,
290000054506000800000000630803040000000015000402009001009006000145000000020003000,291638754536274819784591632813742596967315428452869371379426185145987263628153947,25,43,13,0,0,0,0,0,0,Easy,
000680004000007000060095000504000097000070300070003068090568000017400005000000000,753681924928347516461295873534826197186974352279153468392568741617439285845712639,25,34,22,0,0,0,0,0,0,Easy,
000006000030205000915000060350000000800507001060010200790000600000020009000008000,278196354634285197915734862351842976829567431467319285792453618583621749146978523,23,51,7,0,0,0,0,0,0,Easy,
000900300000000160100060000300607400090013000005040000009050020017006000002000045,256971384943285167178364592321697458894513276765842913439758621517426839682139745,24,39,18,0,0,0,0,0,0,Easy,
000000000008000090004000750010004308030700000090150040005007080070400102001002004,763549821158276493924831756517924368432768915896153247245317689679485132381692574,25,39,17,0,0,0,0,0,0,Easy,
030400007900003000000000508302000069500600004008000700000009000040030090600075000,236458917985713426714962538372584169591627384468391752853249671147836295629175843,23,29,28,1,0,0,0,1,0,Expert,
900700065007000120800051300500080200001000500002500000000000609000019080700000000,914723865357968124826451397593184276671392548482576931138247659245619783769835412,24,51,11,1,0,3,0,3,2,Expert,
600000000000000931000509002000000309005803006000000050009070100051090207026001008,693127485572486931814539672268754319945813726137962854489275163351698247726341598,26,79,19,1,0,2,0,6,8,Expert,
635000002000000000000007000000000100580170000096300780900000000750030900013026000,635891472279543618841267539327684195584179326196352784968715243752438961413926857,24,47,10,3,0,3,0,0,0,Intermediate,
000400009200003000060082003000046000000201000042700000007609001600130208004000000,513467829278913654469582713751346982986251437342798165837629541695134278124875396,25,37,19,1,0,0,0,0,0,Intermediate,
000400109005070230100002050703008021000090080050040006800030000300007000090000000,237485169465179238189362457743658921612793584958241376871534692326917845594826713,25,44,12,0,0,0,0,0,0,Easy,
100007000006000000000040000405200900000000350070600000900701400500006230301050006,134567829796328514258149673415273968629814357873695142962731485547986231381452796,24,46,11,0,0,0,0,0,0,Easy,
700204590600090000000080200500842000900000000300500000070000900030000650409603702,783264591625791348194385267567842139942136875318579426276458913831927654459613782,27,48,6,0,0,0,0,0,0,Easy,
501000900000001406000080500680004050302590600090800000920000010100020300040000000,571642983839751426264983571687234159312597648495816732926375814158429367743168295,26,44,9,2,4,1,0,2,0,Expert,
000400000002000500706500000007008260000020080090700450080070000370090040000650003,853419726942367518716582934537148269461925387298736451684273195375891642129654873,25,41,15,0,0,0,0,0,0,Easy,
900640000006900070310000000090070048401000000050000300000050104070000000604000003,987641235546923871312587496293175648461398527758264319839752164175436982624819753,23,66,10,0,0,3,0,4,4,Expert,
000900000000041630400620800670000040100060000000000090010080007200007100006012403,862973514957841632431625879679258341143769258528134796315486927284397165796512483,26,42,13,0,0,0,0,0,0,Easy,
000062000000580000000400200086000000050010000200300080601030400008140906039800150,193762845742581369865493271986274513354618792217359684671935428528147936439826157,27,37,17,0,0,0,0,0,0,Easy,
070062000000000079000040200000001620000070800008000134100009060000007400000204083,571962348462138579839745216345891627216473895798526134184359762923687451657214983,25,42,14,0,0,0,0,0,0,Easy,
000065080500008002080020930025000600964000000700000000006970004070004250800000070,492365781531798462687421935325819647964537128718246593256973814173684259849152376,27,45,16,4,0,0,0,4,2,Expert,
037000000002000000100206007400000060075000030610403000000060402000004000020700380,837945621562187943149236857493512768275698134618473295351869472786324519924751386,24,31,26,0,0,1,0,0,0,Intermediate,
000000000002009007090203600000007000000300002000965130040000070010000504730506009,176458923352619847894273651983127465561384792427965138245891376619732584738546219,25,45,10,1,0,0,0,1,0,Expert,
040350010900000200072000405000000196000900032000000000000000050090074601050603007,648352719915746283372891465527438196486917532139265874764129358893574621251683947,26,39,16,1,0,0,0,0,0,Intermediate,
000600400000007006000093070020069030000004780800010000000030060090000100060120003,573681429289547316641293875427869531916354782835712694154938267392476158768125943,24,41,16,1,1,2,0,0,0,Intermediate,
000601080410080002003500000040000020006000005208000070300000007005000068600070213,752641389419387652863592741547839126196724835238156974321468597975213468684975213,26,39,16,0,0,0,0,0,0,Easy,
060030001000002306005000000001009500082043010030850002008000900000090023100000065,269534781814972356375186294741269538582743619936851472628315947457698123193427865,27,39,13,3,0,3,0,2,0,Expert,
009060010200000040431000000608920000500000082000405001000000000164803000900650000,859264317276531849431798526618927453547316982392485761725149638164873295983652174,26,44,11,2,0,0,1,0,0,Intermediate,
040000000000100500008090001005670004000000087600829050010000008000000790560000000,941235876726148539358796241185673924293514687674829153417952368832461795569387412,23,43,15,0,0,0,0,0,0,Easy,
203000005071009042900046000000000710000902053000310000000003020000100070005004006,243871695671539842958246137832465719716982453594317268487653921369128574125794386,26,97,11,1,0,0,1,7,8,Expert,
380050200050020470000008300000001000041006000000000600020047003008000060030260007,387654219956123478214798356762581934841936725593472681625847193478319562139265847,25,33,23,0,0,0,0,0,0,Easy,
000000000000100650450000970701000000905020860820000019000670520080004000070000008,617495382239187654458263971761849235945321867823756419194678523382514796576932148,26,115,15,1,0,0,2,12,12,Expert,
006000000300008009908000607005000800000700500010000003002003008000006901709080020,456397182371628459928514637235169874894732516617845293142953768583276941769481325,24,32,24,0,1,0,0,1,0,Expert,
070080200053000600900000058500000000020509001091000002200003805000100370010800006,176985243853214697942376158538721964624539781791648532267493815485162379319857426,27,117,22,4,0,1,2,11,14,Expert,
084029057670000000009004000005900000900000300060042000000000805536008049700000020,384129657672835914159674238215983476947561382863742591421397865536218749798456123,27,35,19,0,0,0,0,0,0,Easy,
003680090000902000000000008980004065060000100200000000400030000000010500008409621,523681497847952316196743258981324765764895132235167984412536879679218543358479621,25,43,12,2,3,6,0,1,0,Expert,
000000520030096010004000007900001000350000700706000005000903200000010000415060900,679184523532796814184352697948571362351628749726439185867943251293815476415267938,25,38,18,4,0,0,0,0,0,Intermediate,
654100000000205003000000000020703405000001000006800021005400000400000300010000700,654138279981275643273946518128793465549621837736854921365487192497512386812369754,23,37,20,0,0,1,1,1,0,Expert,
000600708000012060065040000800107009001080207074009005000000000500001820087006000,412693758738512964965748312853127649691485237274369185129834576546971823387256491,28,52,17,1,0,1,0,2,2,Expert,
000500010000008069008000407000010090005300008000007506040801000090000000060000371,726549813154738269938126457483615792675392148219487536347861925591273684862954371,24,42,15,0,0,0,0,0,0,Easy,
000560000000000000050019002008000024490100008210007059000045600000900000000720045,182564937934278516657319482578693124493152768216487359721845693845936271369721845,26,49,6,0,0,0,0,0,0,Easy,
180000290003007080000000000000000000000000452210745000709000504000904000038000021,185463297943217685672859143854392716397681452216745839729138564561924378438576921,25,45,11,0,0,0,0,0,0,Easy,
307080000080507302000000006100050670050800000000302005000000000900200000076000093,327681459684597312591423786132954678459876231768312945813769524945238167276145893,24,36,21,0,0,0,0,0,0,Easy,
006090000049070001100205049201000000060080000070002005405900080010800000000640000,726194853549378621183265749251736498364589217978412365435927186612853974897641532,26,50,5,0,0,0,0,0,0,Easy,
010008000080029003609050007800000560006000010030090008100000000092000001050700020,213478695785629143649153287824317569976584312531296478167932854492865731358741926,25,66,23,1,2,5,0,4,4,Expert,
500007902700002300000106080108000000002000000900000000060003090210605800870200010,581437962796582341324196785138724659642958173957361428465813297219675834873249516,26,46,9,0,0,0,0,0,0,Easy,
601023400080000005000460010004300008090050000205010030009200000000000052800000003,671523489483179625952468317714392568398654271265817934539281746147936852826745193,25,52,4,0,0,0,0,0,0,Easy,
000380000200040000003070090400000000009000057508000001104000003000004075800005209,745389612291546738683271594412957386369128457578463921154792863926834175837615249,24,42,14,1,1,4,0,1,0,Expert,
347006000006020003000000809005000920230040000008005000002000000070000590080000407,347986251896521743521734869415367928239148675768295134152479386674813592983652417,24,49,8,0,0,0,0,0,0,Easy,
002000000030004100600030008060070400005042000000801000020600300750300014000018000,582196743937284165614735298869573421175942836243861957421657389758329614396418572,25,54,2,0,0,0,0,0,0,Easy,
006907000708420030040300000000006020820030706009200500000004000005000900900800000,236917458798425631541368297153746829824539716679281543382694175465173982917852364,25,55,24,1,1,1,0,2,2,Expert,
002051070380000005060000400700000028403020067001000000000807000000002000004610000,942351876387264915165789432756493128493128567821576394619847253578932641234615789,24,47,10,1,0,4,0,0,0,Intermediate,
900027800500000070000890140258040700070010002000000000600070000040000690129000000,913427865584136279762895143258349716476518932391762584635971428847253691129684357,26,39,16,0,0,0,0,0,0,Easy,
600400700003020800070003000005000000030150207000840000048600000006070302700000000,621485739593721864874963521185237496439156287267849153348612975916578342752394618,24,37,20,0,0,0,0,0,0,Easy,
060000300007008090850009000010006000048017003300050070000000001000000750900000480,469572318127638594853149627712396845548217963396854172674985231281463759935721486,24,40,16,1,1,2,0,1,0,Expert,
760800000829050007000000000030000016980020000000305009008090000350280001000130060,761849532829653147543712698435978216986421753172365489618597324354286971297134865,27,41,13,0,0,5,0,0,0,Intermediate,
905800000042790080000003005000018009000500030000000051000200900100000400000040027,965821374342795186718463295253618749691574832487932651574286913129357468836149527,24,43,14,4,0,0,0,0,0,Intermediate,
000040290002000060000070300490020000306900710100000004004000600207005000610000070,561843297732159468849672351495721836326984715178536924954217683287365149613498572,25,40,15,4,2,2,0,1,0,Expert,
030070209060040000400209006000700450000000080004003907000000005023807060000020000,835671249962348571471259836619782453357914682284563917198436725523897164746125398,25,38,18,1,0,1,0,0,0,Intermediate,
005006208001000047206800000020000000860904002009007000000608000470010005000090800,795436218381529647246871593524163789867954132139287456952648371478312965613795824,26,47,8,0,0,0,0,0,0,Easy,
037020008000300000016970203070009000090230040002080000001000800083000001400000009,537126498249358617816974253174569382698237145352481976721695834983742561465813729,26,36,19,0,0,0,0,0,0,Easy,
006000000000819040007000003000070090072400008000006001830720900000300000000041000,486237159523819647917654283658172394172493568349586721834725916291368475765941832,23,48,10,4,0,0,0,0,0,Intermediate,
090000004000000651000050070600200500002060000709001300006000400400070203300010005,597126834283947651164358972641293587832765149759481326976532418415879263328614795,25,44,12,0,0,0,0,0,0,Easy,
800600030000401000000290004300000010701000906060000200026000001040007600107000000,894675132273481569615293784352964817781352946469718253526849371948137625137526498,24,47,10,0,0,0,0,0,0,Easy,
059400000080003005710900600000000000000000500000140070601090850000780000800004793,259461387486273915713958642167529438942837561538146279671392854394785126825614793,26,55,0,0,0,0,0,0,0,Simple,
002000000000000630600000078000007000716200590000000320005020081020010900008059700,372685149849172635651394278293547816716238594584961327965723481427816953138459762,26,46,8,0,0,1,0,1,0,Expert,
003290010000405300600008002000000000300000698060030000040500020190000860000009005,483297516217465389659318742528976431374152698961834257746581923195723864832649175,25,45,11,0,0,0,0,0,0,Easy,
000000000000060510200000406009000005310000960060020001071030052004005009903000700,146357298798264513235891476489176325312548967567923841871439652624785139953612784,26,41,14,4,0,3,1,0,0,Intermediate,
500040000010600503300000800061000300403000600000000000005004009709310004000079008,578143926912687543346592871261458397493721685857936412125864739789315264634279158,25,50,6,0,0,0,0,0,0,Easy,
403507006060043087000020043080930074004005000000700600006008002000070000020000000,493587216562143987871629543685932174714865329239714658146358792958276431327491865,27,45,9,2,0,0,0,0,0,Intermediate,
002000708010800000007060051000090800806000002051000070905000020000000096700006400,532149768619857234487263951274695813896731542351428679965384127148572396723916485,25,43,13,0,0,0,0,0,0,Easy,
304900000007000300050000600009000010000403000800000007503000900010030086700064050,384976521627851394951342678239687415175423869846195237563718942412539786798264153,24,43,14,0,0,0,0,0,0,Easy,
000600004907000015000090080008500007700010800000900250000206500019080400060000070,183657924947823615625491783298564137756312849431978256874236591319785462562149378,26,40,15,1,0,0,1,0,0,Intermediate,
000060040000308006002070000207009080830000002600000100706000900040206000010000008,185962347479318526362475819257149683831657492694823175726581934948236751513794268,24,44,13,0,0,0,0,0,0,Easy,
092000005005160000030000600000020730000010090000700054020531060000490070000000300,692347815785162943431859627148925736573614298269783154827531469316498572954276381,25,39,17,0,0,0,0,0,0,Easy,
090000016305000200040090000580000001001039000960040050000000040000021000000360005,298753416375614298146892573584276931721539684963148752632985147857421369419367825,24,42,13,1,0,1,0,2,0,Expert,
700038102004600080300004000000003000000000600000020070007500460002080300060070050,756938142924617583381254796815763924279845631643129875137592468592486317468371259,24,42,15,0,0,0,0,0,0,Easy,
000000000001000070407065201170004600046000800508010092000500000200480000700020150,865172349321948576497365281172894635946253817538716492614537928259481763783629154,28,53,0,0,0,0,0,0,0,Simple,
500000060806000503090000000480000900010057800700400000170000030600039040900000007,531984762846271593297563418485312976319657824762498351174825639628739145953146287,25,42,14,0,0,0,0,0,0,Easy,
901570300000200000623000000102000060040000052070001000730000200500000009069000073,981574326457263891623819547192345768346987152875621934738496215514732689269158473,26,48,7,0,0,0,0,0,0,Easy,
879000000014090000020000000106409800000006090000080000000003780002700004060100203,879631542514297638623854179136479825248516397795382461451923786382765914967148253,25,45,11,0,0,3,0,0,0,Intermediate,
609000120030006890080000740003400000000070000008290300001000000024361000000040000,659784123437126895182539746963418257215673489748295361871952634524361978396847512,25,50,6,2,0,0,0,0,0,Intermediate,
030000500090000048205040009000000000020000604054903002500080020000064070080000003,438192567197635248265847139879426351321578694654913782543781926912364875786259413,25,46,10,0,0,0,0,0,0,Easy,
006000000209000000010009083030800060002304801054000000000100500941000000000006304,386417925279583146415629783137852469692374851854961237763148592941235678528796314,25,49,6,1,0,0,0,1,0,Expert,
650000003400700800009050100340008900900000004810000067000003009000009001000004000,651482793423791856789356142347628915965137284812945367574813629238569471196274538,24,44,13,0,0,0,0,0,0,Easy,
000700000794000000002000600000003000900075200580000900030900460000032008040067050,368729541794516823152384679426893715913675284587241936231958467675432198849167352,25,43,13,1,0,3,0,0,0,Intermediate,
003902680420600000800300010000000920000000037000100004340860000000000001010009060,173942685425618793869375412781534926954286137236197854342861579698753241517429368,25,51,5,0,0,0,0,0,0,Easy,
700080000500407000008036059090050001100068304000009006803000000900010040000000800,729581463536497128418236759697354281152768394384129576843672915975813642261945837,26,51,4,0,0,0,0,0,0,Easy,
000005000001300040060081000074010020080604030603700000042007003000030800508000000,327945186851376249469281357974513628285694731613728594142857963796432815538169472,26,48,7,0,0,0,0,0,0,Easy,
900500630000000009008049010000100560000000800000380000060010070005470000740600000,974521638521863749638749215287194563316257894459386127863915472195472386742638951,24,57,0,0,0,0,0,0,0,Simple,
010900000400800003687000000000000094000030000000600380040080920003040061020016000,315924876492867153687153249231578694968432715754691382146385927873249561529716438,25,60,19,1,1,2,0,2,2,Expert,
005007142060209070701500000900000020002908005050700060408000009000000000000000050,395867142864219573721543896987156324642938715153724968418675239576392481239481657,25,43,13,1,0,0,0,0,0,Intermediate,
465000780700000013010000040000000030850000400007000009006750001900006000001083090,465931782798624513213875946624597138859312467137468259346759821982146375571283694,26,53,2,0,0,0,0,0,0,Easy,
000090002000001900000062001580079000090025007003000080076080000800050206000000000,315798462267431958948562731581379624694825317723614589476283195839157246152946873,24,48,9,0,0,3,0,0,0,Intermediate,
002903006006504800800000400230400000000000103009600000000001005060000902000020040,142983756396574821875162439237419568684257193519638274423791685768345912951826347,24,33,24,0,0,1,0,0,0,Intermediate,
001000209000000000000056100008002040700085600000061800000000502807000090520197000,351874269286319754479256138618732945742985613935461827193648572867523491524197386,26,29,26,0,0,0,0,0,0,Easy,
000072506300950800000000002000006020000000050000507009078320040046000000090800000,819472536362951874754638192935146728687293451421587369178329645246715983593864217,24,46,11,0,0,0,0,0,0,Easy,
900605820000200060000010000000000603840903000000000040600400900513009000000000105,974635821158297364236814759721548693845963217369172548687451932513729486492386175,24,37,20,0,0,0,0,0,0,Easy,
010086070800047000000000000900800041024061005001050706090024050008000000040710200,512986473839147562467235198956872341724361985381459726193624857278593614645718239,29,43,9,1,0,0,0,0,0,Intermediate,
000970000401000790000024805085000000206501000000000100010000000900006002600240008,568973241421658793739124865185469327276531489394782156812395674947816532653247918,25,43,20,1,0,2,1,2,2,Expert,
200600500000100090060500000900000004001250060007000010000900000070004600009000872,294637581735128496168549723926781354841253967357496218683972145572814639419365872,23,51,19,0,0,1,0,2,2,Expert,
000000040000008507470620000000000060000000072086000104035002008704800003800057020,158739246692148537473625981217984365349516872586273194935462718724891653861357429,27,33,21,0,0,0,0,0,0,Easy,
000180000000040900000039254002000500900000042000005603806090400053400190000000030,549182367327546981168739254632814579915673842784925613876391425253467198491258736,27,34,20,0,0,0,0,0,0,Easy,
007000000000060900540000000601000020200950100000020067000700000000003040002041073,867419352123567984549832716681374529274956138395128467436785291718293645952641873,23,47,11,1,1,7,0,3,2,Expert,
800600000000100000000097601000006032000400010910000780000000200002900003407030009,891645327764123895325897641548716932273489516916352784139564278682971453457238169,24,86,8,1,1,3,1,5,4,Expert,
100000400507400006000700000605000000293000000400200090000040200000009510360071004,129356478537498126846712359615984732293167845478235691951843267784629513362571984,25,49,7,0,0,0,0,0,0,Easy,
000600003001004007040790065093000000408500030560000000000001080080000600005070000,879615243651234897342798165293167458418529736567483921736941582184352679925876314,24,60,14,2,3,4,0,5,6,Expert,
000048670082006190070001405000000000704020000906000000069070000200000504500600700,195348672482756193673291485821469357734825916956137248369574821217983564548612739,27,42,10,0,0,2,0,2,0,Expert,
000002064200003050005470300000005032000000100000100070900050700040901200000600040,739512864214863957685479321891745632476328195352196478968254713547931286123687549,25,67,1,0,0,0,1,3,2,Expert,
040060200020070004008004105170205000800706050590800010000000000000000408009000607,745361289921578364368924175176295843834716952592843716687439521213657498459182637,27,54,0,0,0,0,0,0,0,Simple,
630400010000030000400090003040050008001900045000000000050000900109800307380670001,637428519295731864418596273946257138821963745573184692754312986169845327382679451,27,44,9,1,1,3,0,1,0,Expert,
700605003068000504000000080200100000300000860000708000006412007000030000000007200,714685923968321574532974681285163749371249865649758132896412357127536498453897216,24,38,19,0,1,1,0,0,0,Intermediate,
080000760006400000001370000004000500000090630500000987700000300000000051003500800,489152763376489125251376498694837512817295634532641987725918346948763251163524879,24,46,11,0,0,0,0,0,0,Easy,
090260000000050600000000008540000900900002080000400020804100502600000190000300040,395268714281754639476931258542683971913572486768419325834197562627845193159326847,24,64,23,5,0,5,0,4,2,Expert,
000620000000000540001084000000960000080000000000140809045009080320000900060405032,594623718238791546671584293412968375986357421753142869145239687327816954869475132,26,49,13,2,0,2,0,3,2,Expert,
002000031000900007300004082001008000903010000000700004008070300290000400000509000,462857931185932647379164582751648293943215876826793154518476329297381465634529718,24,28,29,0,0,0,0,0,0,Easy,
000005200700601000600007409000029100008000520020740006000010900004800000800000000,319485267742691853685237419436529178978163524521748396267314985194856732853972641,24,41,23,0,0,0,0,2,2,Expert,
090000000000900400086073000300007008005000007020605009003060200050000003009208000,491856372537921486286473951364197528915382647728645139873569214652714893149238765,24,35,21,1,1,2,0,1,0,Expert,
340910000000500000100060800007000000000059000009800102400000070021000080000674020,342918657678543219195762834817426395234159768569837142456281973721395486983674521,24,46,14,1,0,0,0,2,2,Expert,
000005900604903000520000060005000000090004002746000000000802400000309670000700030,173265984684973521529481367235197846891634752746528193367852419452319678918746235,25,39,15,2,0,2,0,2,0,Expert,
063008020000000300000025000480600030700080012500000608000030700001200000000106050,963478125825961374147325896489612537736584912512793648254839761691257483378146259,25,63,15,1,1,2,1,2,2,Expert,
009005003004000500010007049360500000000003085000000000900600804087100050030700000,829415763674329518513867249368541927142973685795286431951632874287194356436758192,25,42,14,0,0,0,0,0,0,Easy,
030008700000010000009760004000500000980000000600000105000800300170000496040006000,431958762867214953259763814714582639985631247623479185596847321178325496342196578,23,50,8,0,0,0,0,0,0,Easy,
003504000000000030900000418300490000005820000020000603001000500000080021006000040,183574962642918735957362418318496257765823194429751683831249576594687321276135849,24,30,27,0,0,0,0,0,0,Easy,
098070002500800000007901004200000005005700093000010040002408019000000800050090007,198574632546823971327961584281349765465782193739615248672458319914237856853196427,27,43,9,1,0,0,1,2,0,Expert,
000050910600308002050060030000000200100030007800900060000200705000000320010007008,384752916691348572752169834536471289129836457847925163468213795975684321213597648,25,66,8,3,1,1,0,5,4,Expert,
002140000000000006084200000418007000050010000070509000000000008500700410000620005,632145897195873246784296351418367529956412783273589164321954678569738412847621935,24,50,7,2,0,0,0,0,0,Intermediate,
010000092320000670600057130000060000000805000700091500000500300000600900090083700,517346892324918675689257134853762419941835267762491583176529348238674951495183726,27,39,15,0,0,0,0,0,0,Easy,
000020030000004001703000600000008009810060000600042700102000340000000002060070900,451629837986734251723581694247358169815967423639142785172895346398416572564273918,24,34,23,0,0,0,0,0,0,Easy,
000060300200009040000000520000050600300000071406001200005040007003702900600000030,594267318231589746768134529172358694359426871486971253925643187843712965617895432,25,45,18,2,1,0,0,4,6,Expert,
027080140000010000100000509096500000200000080000040000060000000812000096045009020,627985143459317268138462579396578412274193685581246937963821754812754396745639821,25,43,19,4,0,3,1,5,2,Expert,
020600003800490000090080010000040207070000000300000640710060000009003820080000700,124657983836491572597382416968145237472836159351729648715268394649573821283914765,25,44,12,0,0,0,0,0,0,Easy,
400000000006940000000060500050000060060800020002500070093670002500002003000000004,475231986816945237239768541951427368764893125382516479193674852547182693628359714,23,86,31,3,0,3,0,10,18,Expert,
000200100901087006060004085050010200000400061700008090180000000096001000007000000,578236149941587326263194785654913278839472561712658493185749632496321857327865914,26,56,14,6,1,1,0,3,2,Expert,
000000002200080006007000340000840703000000290009002010070960800300100000000070069,465397182213485976987621345621849753734516298859732614572964831396158427148273569,25,57,8,0,1,0,0,3,2,Expert,
010270050003001706000040010002004600000000078000003500800000003700000040500000200,918276354243591786675348912152784639369125478487963521826457193791632845534819267,23,43,13,1,0,6,1,2,0,Expert,
000000020100000800875010060087500010006000000400001002600070209000080000940020650,364958721129746835875312964287594316516237498493861572631475289752689143948123657,26,52,3,0,0,0,0,0,0,Easy,
050709380600400000000000000000008009409060070002075000007000098000000260020000047,254719386691483752783256914375148629419362875862975431537624198148597263926831547,24,42,15,1,0,0,0,0,0,Intermediate,
030050000507000000091200000306921000000403000020000000000000604040670035105002790,632854971587196243491237856356921487719483562824765319973518624248679135165342798,27,66,8,2,0,0,0,2,2,Expert,
701080005860007000000040010100005208000700006036028400300000000000000030000001004,791283645864157923253649817147365298982714356536928471318472569475896132629531784,24,41,16,0,0,0,0,0,0,Easy,
100002876020000000040006050205000000030000080017050000000000400680027100000405700,153942876726518934948736251265894317439671582817253649572189463684327195391465728,25,48,8,0,0,0,0,0,0,Easy,
000300070306009810089010500040090100000000790030000006100500689000006400000080050,451368972326759814789412563647295138812643795935871246173524689598136427264987351,27,65,11,1,0,1,0,5,4,Expert,
000000006000025000070304500093040005040010090050007000060001307500009104307002000,935178246184625973276394581893246715742513698651987432469851327528739164317462859,27,36,16,0,1,0,0,2,0,Expert,
600430700930006010000000000000000000000090060000010500074300602290000030001020475,618432759937586214542179386156847923483295167729613548874351692295764831361928475,25,38,18,0,0,0,0,0,0,Easy,
030000060009301007000000000000080620008000074900000081200017908000042000064003000,435978162689321457172456893347185629518269374926734581253617948891542736764893215,25,72,6,2,0,1,0,4,6,Expert,
630008500708100000900200380000000930069001020500000000000000200001579000050006000,632948571748153692915267384124785936869431725573692148396814257281579463457326819,25,39,17,0,0,0,0,0,0,Easy,
658070013100600450000000007009085100085030090700006000001008060000000000000000700,658472913127693458934851627369285174485137296712946835541728369876319542293564781,25,53,3,0,0,0,0,0,0,Easy,
004290700200007600089060310400000000170000203020000061000480000000006194000000000,364291785215837649789564312453612978176948253928375461691483527832756194547129836,26,46,9,1,0,0,0,0,0,Intermediate,
030020096000000040400600100620000904009010200100000038007000001800000020090003087,735124896916387542482659173628735914379418265154962738247896351863571429591243687,26,80,11,4,0,2,1,9,10,Expert,
000060000000002087000000210000050706000098050009400000870009045901705000026080000,218967534394512687765843219482351796637298451159476328873629145941735862526184973,26,51,4,0,0,0,0,0,0,Easy,
025006074800095200400200600000630500030020780000000000000070960000850000050000300,925316874876495231413287659789631542134529786562748193348172965691853427257964318,26,47,8,0,0,0,0,0,0,Easy,
060000000284600900000000000400030290100900800300860400800470020009000148000009070,561394782284657913973218564458731296126945837397862451815473629739526148642189375,27,36,18,0,0,2,0,0,0,Intermediate,
900020007780000009000100300000070020400000090000060000013800040060002000090700001,931528467782643519645197382358971624476285193129364875213859746567412938894736251,22,45,14,0,0,0,0,0,0,Easy,
609201000800000003070000060000900000080024900002018000001090000000003006090047080,639271548815469723274385169147936852386524917952718634461892375728153496593647281,24,56,15,0,0,2,0,2,2,Expert,
409000003000008090500000000200400709000500200057032080024000000600007000085003006,469715823172368495538924167213486759846579231957132684324691578691857342785243916,25,47,8,0,1,1,0,1,0,Expert,
400009700000080090706102800008200000020600904050007000000000000001000057002000001,483569712215784693796132845348291576127658934659347128574813269831926457962475381,23,42,16,0,0,0,0,0,0,Easy,
200061008000200460000030007930000040014000006070000000040007003600100800008000020,297461538381275469465938217932786145514392786876514392149827653623159874758643921,24,39,33,0,0,0,0,2,2,Expert,
509000080820000000000204500000056000908700005003000062700003000000900038000560000,549371286827695341631284579172456893968732415453819762786123954215947638394568127,24,64,29,1,0,2,0,6,10,Expert,
000207000000000080070960000000008047000510000200040001900600000600050004820001509,461287935592134786378965412156398247784512693239746851945623178617859324823471569,24,52,5,0,0,0,0,0,0,Easy,
007600000000010000902000000036740000208000017100900600080107032000080006000300009,847695321365812974912473865536741298298536417174928653489167532753289146621354789,25,64,7,0,1,2,0,2,2,Expert,
000872359000005701000000000108000060037090002000010007000000018000007000905620000,461872359893465721752139684128743965637598142549216837376954218214387596985621473,25,41,14,3,1,2,2,1,0,Expert,
001000030000000000000031708000473200048005000090010000070040002900308500050000840,781259634536784921429631758165473289248965317397812465873546192914328576652197843,25,38,18,0,0,0,0,0,0,Easy,
004900007300040080801000092000000300030005009502709004743000025209500700000000000,624981537395247681871653492917428356438165279562739814743896125289514763156372948,28,86,39,0,1,1,1,8,10,Expert,
000850000200070014400000000600000007000000000042603500100700080068400070370560020,916854732285376914437192856693285147851947263742613598124739685568421379379568421,26,50,5,0,0,0,0,0,0,Easy,
000008000203050070015000009000005020006030090059006708081000002000000300090000056,974628513263159874815374269738945621126837495459216738581763942642591387397482156,25,44,12,0,0,0,0,0,0,Easy,
209000803007080010000000009000007080012000000800005900050034021720100540000000008,269451873437986215185723469594367182312849657876215934958634721723198546641572398,26,53,13,1,0,1,0,2,2,Expert,
500000000010200000609008000056000000000000000807060910400070002000016070700980605,582649731314257869679138254156893427943721586827564913468375192295416378731982645,24,46,11,1,0,0,0,0,0,Intermediate,
000803000070196038000000000090002100002310600000580007009000700018060200700000006,946823571275196438183475962397642185852317649461589327639258714518764293724931856,26,44,11,0,0,0,0,0,0,Easy,
300007600000060035000000000000800070000200001005900320000003008600005900207180500,312597684879462135564318297123856479796234851485971326951623748638745912247189563,24,50,7,0,0,0,0,0,0,Easy,
000025400000300020008460930000000000020000080900006700080790640600003090407000002,139825476564379128278461935841957263726134589953286714385792641612543897497618352,26,49,24,2,0,0,0,2,2,Expert,
000073040360000020900600000030080500507900002080000004200000053090034006000000080,125873649368491725974625318439182567517946832682357194246718953891534276753269481,25,39,17,0,0,0,0,0,0,Easy,
006800700100400006000000000450201800028740600000005000080020000603000000000000013,536812749192457386874936125459261837328749651761385492987123564613594278245678913,23,34,23,0,0,0,0,1,0,Expert,
